_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,xBRISPd6,xks_w_winpcta,wotimefrlg_keeom,EPS3_SARD15,IJKYe_Ko25,IAucPri_keeA25,LRbris_25,numbulls3,BullLast3WO,ipurseSAR25,xDRF2_Ko25,jntWP365Ko25,jckcm_kma13,LastWOatTT_kta13,trncurmtKo25,lrclass_kma13,xQSP_2025KEE,JKY_CM_WINSAPR25,xR308_KEE25,xAP_KEE25,FirstFractionL3,xEarnLTDist,xHC_MdntoMdnClm_C,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-5.386188237,12.495858013,0.0001949367,,-0.451452674,0.2124557068,0.4314123148,,,,,,,2.6737998412,,,,,,0.5935946872,,1.5340557E-6,,,,-562.0317331,MLE
