_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,xBRISPd6,xks_w_winpcta,wotimefrlg_keeom,EPS3_SARD15,IJKYe_Ko25,IAucPri_keeA25,LRbris_25,numbulls3,BullLast3WO,xBRIS_DsPRn_dc,ipurseSAR25,xDRF2_Ko25,jntWP365Ko25,jckcm_kma13,LastWOatTT_kta13,trncurmtKo25,trncurWPSKo25,lrclass_kma13,xQSP_2025KEE,JKY_CM_WINSAPR25,xR308_KEE25,xAP_KEE25,FirstFractionL3,xEarnLTDist,xHC_MdntoMdnClm_C,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-3.674220594,9.5200318191,,3.759630588,-0.408446538,,0.2803344376,,0.0564763713,0.3708418855,,0.0474611443,,,,,,,0.9334161033,0.05660399,,,,,,0.000034057,,-1089.515741,MLE
