_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,TrainerKEEOct17,pywps_sard,spdft_sard,claimdropper_dmrd,ltstr_sart,xwrkdateind,xcMonths_old,EarlySpeed,ieps_LTCYR26,wotimefrlg_sart,IEPSLTFDKEE1017,jnt365_sarm,BrisRelatedKEEOct17D,BestBris0422,jckytrainmatch,BBtrck_kaaw13,xR308_K23,xNumEntLast5cut,TRNJCKCM_kaaw13,jcky_d,TrnCY_WPpct,xBRISPd2,IAuctionPrice_keeom,drf1_sart,histspd_dmrd,trn102021,woalone_dmrm,XTrnPYROI,trnwcm_sart,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.047279014,9.5606603597,,,,,-0.392199935,0.2930944626,,,0.2138431979,,,,,0.0718710686,,,,,,0.2384624931,,0.0025065816,,0.0253507727,0.0510322172,,,,0.2590186149,-2137.055501,MLE
