_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,TrainerKEEOct17,pywps_sard,spdft_sard,claimdropper_dmrd,ltstr_sart,xwrkdateind,xcMonths_old,EarlySpeed,ieps_LTCYR26,wotimefrlg_sart,IEPSLTFDKEE1017,jnt365_sarm,BrisRelatedKEEOct17D,BestBris0422,jckytrainmatch,BBtrck_kaaw13,xR308_K23,xNumEntLast5cut,TRNJCKCM_kaaw13,jcky_d,TrnCY_WPpct,xBRISPd2,IAuctionPrice_keeom,drf1_sart,histspd_dmrd,trn102021,woalone_dmrm,XTrnPYROI,trnwcm_sart,xNumDaysSinceLRcut,jckcm2_sarm,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.150195593,9.3757163051,,,,,-0.380043474,,,,,-0.196146828,0.3070477665,,,0.0681566465,,,,,,,,0.0025612124,,0.0387301679,0.0466967838,,,,0.169357164,-0.003839164,0.0342631816,-2171.171335,MLE
