_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,XBPPR_tc12_3,JCK_PY_WPS,BrisRelated_dmrd,ltstr_sart,LastWOatTT,iJCK_StrtCM,xNumEntLast5cut,xNumDaysSinceLRcut2,HC_1stongrass,xdaysoff26,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.010960136,10.825613587,0.001283924,3.6297642302,0.0804256786,-0.572482872,0.2860660925,0.3471656163,0.0338398368,0.003127052,-0.734328268,-0.007199048,-1204.502836,MLE
