_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,xBRISPd6,xks_w_winpcta,wotimefrlg_keeom,EPS3_SARD15,IJKYe_Ko25,IAucPri_keeA25,LRbris_25,numbulls3,BullLast3WO,xBRIS_DsPRn_dc,ipurseSAR25,xDRF2_Ko25,jntWP365Ko25,jckcm_kma13,LastWOatTT_kta13,trncurmtKo25,trncurWPSKo25,lrclass_kma13,xQSP_2025KEE,JKY_CM_WINSAPR25,xR308_KEE25,xAP_KEE25,FirstFractionL3,xEarnLTDist,xHC_MdntoMdnClm_C,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.047504757,8.3511976443,0.000418188,,-0.371944543,,0.403246112,,,0.3434217138,,0.083092171,,,,,,,1.3592209894,,,,,,,0.0000354656,,-729.5974238,MLE
