_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,TrainerKEEOct17,pywps_sard,spdft_sard,claimdropper_dmrd,ltstr_sart,xwrkdateind,xcMonths_old,EarlySpeed,ieps_LTCYR26,wotimefrlg_sart,IEPSLTFDKEE1017,jnt365_sarm,BrisRelatedKEEOct17D,BestBris0422,jckytrainmatch,BBtrck_kaaw13,xR308_K23,xNumEntLast5cut,TRNJCKCM_kaaw13,jcky_d,TrnCY_WPpct,xBRISPd2,IAuctionPrice_keeom,drf1_sart,histspd_dmrd,trn102021,woalone_dmrm,XTrnPYROI,trnwcm_sart,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-3.867017793,9.6860649529,,,,,-0.331167201,,-0.014248614,,0.2047459624,-0.228372682,,,0.0145274629,0.074048771,,,,,0.0076276754,0.1842031829,,0.0021886373,,0.0193563221,0.0306798281,,,0.1744082583,0.1973172518,-3684.47445,MLE
