_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,xBRISPd6,xks_w_winpcta,wotimefrlg_keeom,EPS3_SARD15,IJKYe_Ko25,IAucPri_keeA25,LRbris_25,numbulls3,BullLast3WO,xBRIS_DsPRn_dc,ipurseSAR25,xDRF2_Ko25,jntWP365Ko25,jckcm_kma13,LastWOatTT_kta13,trncurmtKo25,trncurWPSKo25,lrclass_kma13,xQSP_2025KEE,JKY_CM_WINSAPR25,xR308_KEE25,xAP_KEE25,FirstFractionL3,xEarnLTDist,xHC_MdntoMdnClm_C,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.160261229,9.5548774103,0.0003643837,9.9942348175,-0.348431816,,,,0.0423609847,,0.3697413356,,,,1.7687327574,,,,0.8064188866,0.1393788304,,0.3137349569,,,,,,-926.638704,MLE
