_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,TrainerKEEOct17,pywps_sard,spdft_sard,claimdropper_dmrd,ltstr_sart,xwrkdateind,xcMonths_old,EarlySpeed,ieps_LTCYR26,wotimefrlg_sart,IEPSLTFDKEE1017,jnt365_sarm,BrisRelatedKEEOct17D,BestBris0422,jckytrainmatch,BBtrck_kaaw13,xR308_K23,xNumEntLast5cut,TRNJCKCM_kaaw13,jcky_d,TrnCY_WPpct,xBRISPd2,IAuctionPrice_keeom,drf1_sart,histspd_dmrd,trn102021,woalone_dmrm,XTrnPYROI,trnwcm_sart,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.041096855,9.7738520678,,,,,,,-0.034234737,,0.3474805665,-0.261155171,,,,0.0836106652,,,,,0.0136162514,,,0.0017712044,,,,,0.0065592036,,0.2535614523,-1484.143564,MLE
