_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,TrainerKEEOct17,pywps_sard,spdft_sard,claimdropper_dmrd,ltstr_sart,xwrkdateind,xcMonths_old,EarlySpeed,ieps_LTCYR26,wotimefrlg_sart,IEPSLTFDKEE1017,jnt365_sarm,BrisRelatedKEEOct17D,BestBris0422,jckytrainmatch,BBtrck_kaaw13,xR308_K23,xNumEntLast5cut,TRNJCKCM_kaaw13,jcky_d,TrnCY_WPpct,xBRISPd2,IAuctionPrice_keeom,drf1_sart,histspd_dmrd,trn102021,woalone_dmrm,XTrnPYROI,trnwcm_sart,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.022187931,9.7905117677,,,,,,,-0.032715923,0.034649383,0.1701099126,-0.328800007,,,,0.076687234,,0.0350358838,,,,,,0.0021524319,,,,,,0.2182234066,0.2725347435,-1537.55654,MLE
