_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,xBRISPd6,xks_w_winpcta,wotimefrlg_keeom,EPS3_SARD15,IJKYe_Ko25,IAucPri_keeA25,LRbris_25,numbulls3,BullLast3WO,ipurseSAR25,xDRF2_Ko25,jntWP365Ko25,jckcm_kma13,LastWOatTT_kta13,lrclass_kma13,xQSP_2025KEE,JKY_CM_WINSAPR25,xR308_KEE25,xAP_KEE25,FirstFractionL3,xEarnLTDist,xHC_MdntoMdnClm_C,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-5.606224979,14.936071457,,,-0.497054385,0.2548297071,0.5511820356,,,,,,,2.1891096232,,,,,0.6522258862,,1.9934756E-6,,0.0000373557,,-515.4168397,MLE
