_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,XBPPR_tc12_3,eps4dalt_sard,xdrfsp1m_sard,xNumDaysSinceLRcut,BrisRelated_sarm,ltstr_sart,KS_itmm_26,xJCK_CMWPS26,StretchBL_LR26,WinsatDist26,xBRISSpeedAWc_keeod,Weight_LR,lrclass_kma13,xNumEntLast5,IAucPri_keeA25,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-3.582912707,8.7744609383,0.0005298989,0.1200344641,0.0363680203,0.0028473598,0.0836170416,-0.643767296,2.1170078099,1.1228109922,-0.083777893,0.1361580388,0.0567165768,0.0493196376,0.0456889252,0.0170897726,0.156563686,-1688.244591,MLE
