_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,XBPPR_tc12_3,eps4dalt_sard,IJKYe_kta13,PPt12,HC_ShipperToUS,xR309c,xwrkdate_kaaw13,xturffy_last5,ShowedLateSP_LR,xBRISRunstyle_EP,iworkoutpctrnk1_ckta13,xsexcolt0425,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.648281595,9.1543663756,0.0008205104,0.2992271508,0.1989238206,-0.048380934,0.8377044348,0.1239733505,0.0038473785,0.0640811837,0.3416369761,0.3122365518,-0.196668895,0.0727897237,-3387.70793,MLE
