_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,XBPPR_tc12_3,eps4dalt_sard,IJKYe_kta13,HC_ShipperToUS,xR309c,xPostPosition,xturffy_last5,brisAW_c,ShowedLateSP_LR,EarlySpeed,xsexcolt0425,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.80494712,9.6689834835,0.0008561086,0.2465553507,0.2491108894,0.8362247471,0.1713965021,-0.04601413,0.088098403,11.079548183,0.3894531993,0.0230765742,0.0729352071,-2901.585397,MLE
