_LINK_,_TYPE_,_STATUS_,_NAME_,Intercept,baseprob2,xBRISPd6,xks_w_winpcta,_LNLIKE_,_ESTTYPE_
LOGIT,PARMS,0 Converged,res_marker,-4.678705918,13.049770272,0.0004696814,17.518907842,-44.78370352,MLE
